entity_id,entity_type,home_city,home_lat,home_lon,typical_device,typical_auth,login_start,login_end,sessions_per_day_lambda,session_duration_mean,typical_resources
edge_device_0118,edge_device,Cape Town,-33.9249,18.4241,Ubuntu22-B9:27:39:1F:67:4C,token,0,23,5.818703064732748,711.5505731423744,"[""resource_014"", ""resource_016"", ""resource_039"", ""resource_044"", ""resource_049"", ""resource_051"", ""resource_053"", ""resource_058""]"
user_0119,user,London,51.5074,-0.1278,Ubuntu22-E9:1D:EC:9D:0B:CA,certificate,6,22,1.8298608495527475,1502.6542260116714,"[""resource_006"", ""resource_014"", ""resource_029"", ""resource_032"", ""resource_033"", ""resource_038"", ""resource_046"", ""resource_052""]"
service_account_0120,service_account,Toronto,43.6532,-79.3832,iOS17-1E:23:F1:10:92:D1,token,0,23,7.902694146680231,1425.734741385242,"[""resource_003"", ""resource_023"", ""resource_028""]"
service_account_0121,service_account,Bengaluru,12.9716,77.5946,Android14-44:B2:3C:5B:C9:41,token,0,23,7.77911247871079,1532.411010903319,"[""resource_006"", ""resource_024"", ""resource_025"", ""resource_027"", ""resource_029"", ""resource_055"", ""resource_057"", ""resource_058""]"
service_account_0122,service_account,Sydney,-33.8688,151.2093,Windows10-EB:B1:4F:8D:60:39,password,0,23,8.76352306163049,1491.354657333495,"[""resource_025"", ""resource_028"", ""resource_035"", ""resource_044"", ""resource_047"", ""resource_058""]"
user_0123,user,New York,40.7128,-74.006,Android14-18:7D:16:CD:E0:77,token,6,22,2.9944622418288818,1402.1048481706007,"[""resource_005"", ""resource_007"", ""resource_014"", ""resource_039""]"
service_account_0124,service_account,Mumbai,19.076,72.8777,Android14-A4:79:9A:49:71:D3,certificate,0,23,7.185423719940837,625.7493512239407,"[""resource_015"", ""resource_019"", ""resource_021"", ""resource_037"", ""resource_047"", ""resource_053"", ""resource_056""]"
user_0125,user,Toronto,43.6532,-79.3832,macOS14-D5:D1:4C:99:C0:5E,biometric,8,21,3.464511489951295,570.36846619794,"[""resource_004"", ""resource_012"", ""resource_028"", ""resource_032"", ""resource_036"", ""resource_041"", ""resource_044"", ""resource_059""]"
user_0126,user,Bengaluru,12.9716,77.5946,iOS17-44:C6:7C:82:68:A9,password,10,21,3.919465471366567,1674.0062893081802,"[""resource_004"", ""resource_030"", ""resource_052"", ""resource_059""]"
edge_device_0127,edge_device,London,51.5074,-0.1278,Windows11-25:60:6F:F5:6A:AA,certificate,0,23,11.049694463828358,1730.3720120532105,"[""resource_004"", ""resource_013"", ""resource_018"", ""resource_025"", ""resource_044"", ""resource_047"", ""resource_054""]"
user_0128,user,Singapore,1.3521,103.8198,iOS17-A4:90:C2:EE:B7:9D,certificate,7,21,3.7878161489838913,762.6242811289637,"[""resource_008"", ""resource_016"", ""resource_031"", ""resource_039"", ""resource_045"", ""resource_046"", ""resource_048"", ""resource_049""]"
edge_device_0129,edge_device,Sao Paulo,-23.5505,-46.6333,macOS14-68:BD:A0:D3:17:71,token,0,23,12.616289693097112,206.27623962204197,"[""resource_031"", ""resource_047"", ""resource_052""]"
user_0130,user,Toronto,43.6532,-79.3832,Android14-AC:83:FA:FB:EB:56,certificate,9,18,2.748253705923306,454.2104515934944,"[""resource_010"", ""resource_013"", ""resource_015"", ""resource_019"", ""resource_022"", ""resource_027"", ""resource_047""]"
service_account_0131,service_account,Sao Paulo,-23.5505,-46.6333,iOS17-11:26:18:03:D3:46,token,0,23,9.700658257388504,290.1080654979847,"[""resource_035"", ""resource_042"", ""resource_057"", ""resource_059""]"
user_0132,user,Singapore,1.3521,103.8198,iOS17-D2:06:08:8C:92:08,biometric,9,22,1.5393294171730494,1485.9916722948349,"[""resource_004"", ""resource_024"", ""resource_030"", ""resource_040"", ""resource_041"", ""resource_043"", ""resource_057""]"
edge_device_0133,edge_device,London,51.5074,-0.1278,iOS17-81:B5:88:CB:28:BF,biometric,0,23,6.919320569916132,923.5763477929199,"[""resource_010"", ""resource_016"", ""resource_034""]"
user_0134,user,Bengaluru,12.9716,77.5946,Ubuntu22-C1:F3:1C:04:57:2A,biometric,6,15,1.7337512635677736,1549.4342671553316,"[""resource_020"", ""resource_044"", ""resource_053"", ""resource_055""]"
user_0135,user,Tokyo,35.6762,139.6503,Windows11-8F:10:5B:A1:08:6A,token,11,22,2.177737631771005,1398.6522411519213,"[""resource_003"", ""resource_007"", ""resource_014"", ""resource_015"", ""resource_034"", ""resource_055"", ""resource_058""]"
service_account_0136,service_account,Frankfurt,50.1109,8.6821,FirmwareV3-C7:A9:C4:47:28:B1,password,0,23,4.683305360130007,338.25097552003683,"[""resource_011"", ""resource_020"", ""resource_037""]"
user_0137,user,London,51.5074,-0.1278,Ubuntu22-FB:74:B6:C0:DD:5F,biometric,6,19,3.4588703474511555,318.8244705715119,"[""resource_021"", ""resource_026"", ""resource_039"", ""resource_040"", ""resource_050""]"
user_0138,user,Singapore,1.3521,103.8198,Windows11-2E:02:9D:E3:B8:8A,password,7,21,2.2916955717038405,394.66134728060297,"[""resource_005"", ""resource_006"", ""resource_010"", ""resource_018"", ""resource_025"", ""resource_041"", ""resource_046"", ""resource_051""]"
user_0139,user,Sao Paulo,-23.5505,-46.6333,FirmwareV3-A6:C5:06:95:D3:C6,password,10,16,2.992311388217728,1354.247027336362,"[""resource_002"", ""resource_006"", ""resource_007"", ""resource_023"", ""resource_027"", ""resource_033"", ""resource_036""]"
user_0140,user,Singapore,1.3521,103.8198,Windows11-55:DE:8D:D7:99:F7,password,8,19,2.7328098555269618,765.0223579090355,"[""resource_009"", ""resource_011"", ""resource_018"", ""resource_025"", ""resource_034"", ""resource_044"", ""resource_059""]"
edge_device_0141,edge_device,Bengaluru,12.9716,77.5946,Ubuntu22-AA:C2:A8:E1:AB:DC,token,0,23,5.067673694254715,666.7051611801799,"[""resource_007"", ""resource_009"", ""resource_013"", ""resource_020"", ""resource_030"", ""resource_032"", ""resource_039"", ""resource_040""]"
user_0142,user,Bengaluru,12.9716,77.5946,Android14-FB:7C:A6:C0:8F:C9,certificate,8,19,3.337185913602966,364.49827425143695,"[""resource_012"", ""resource_021"", ""resource_026"", ""resource_031""]"
user_0143,user,Toronto,43.6532,-79.3832,macOS14-23:D1:FF:47:9B:7B,certificate,11,18,2.5961373857722716,1247.0340090223553,"[""resource_002"", ""resource_012"", ""resource_030"", ""resource_036"", ""resource_044"", ""resource_047"", ""resource_050""]"
service_account_0144,service_account,Frankfurt,50.1109,8.6821,iOS17-D6:12:B8:2B:37:7F,certificate,0,23,7.075708134514358,449.46835911378065,"[""resource_029"", ""resource_031"", ""resource_039""]"
user_0145,user,Toronto,43.6532,-79.3832,iOS17-71:E4:BF:C8:ED:4D,certificate,6,16,2.1468459260091386,1796.2784151717385,"[""resource_007"", ""resource_022"", ""resource_026"", ""resource_028"", ""resource_042"", ""resource_044"", ""resource_049"", ""resource_051""]"
user_0146,user,Sydney,-33.8688,151.2093,FirmwareV3-69:F7:B2:F3:31:E0,biometric,8,19,2.357666702109065,696.6333482326747,"[""resource_006"", ""resource_008"", ""resource_010"", ""resource_047"", ""resource_054"", ""resource_059""]"
user_0147,user,Bengaluru,12.9716,77.5946,Windows10-7C:59:51:A9:DA:EC,token,11,16,3.19284833222721,1472.3643770529095,"[""resource_002"", ""resource_022"", ""resource_055""]"
user_0148,user,Mumbai,19.076,72.8777,Android14-6D:69:8E:20:34:5F,certificate,10,21,2.4720894508892677,708.095556790086,"[""resource_002"", ""resource_013"", ""resource_026"", ""resource_028"", ""resource_029"", ""resource_040"", ""resource_043"", ""resource_048""]"
user_0149,user,Sydney,-33.8688,151.2093,FirmwareV3-EA:58:98:2B:44:A0,password,9,16,2.369811593591886,566.4878168308408,"[""resource_021"", ""resource_025"", ""resource_032"", ""resource_034"", ""resource_039"", ""resource_040"", ""resource_041"", ""resource_056""]"
user_0150,user,Tokyo,35.6762,139.6503,iOS17-58:55:FA:93:47:5F,certificate,9,17,2.716675539230958,1544.0160469012078,"[""resource_009"", ""resource_010"", ""resource_025"", ""resource_027"", ""resource_033"", ""resource_037"", ""resource_039"", ""resource_058""]"
user_0151,user,Tokyo,35.6762,139.6503,Ubuntu22-D4:E3:FA:55:2A:0F,token,9,22,2.522835870919687,653.1856534851047,"[""resource_009"", ""resource_013"", ""resource_032""]"
user_0152,user,Cape Town,-33.9249,18.4241,macOS14-BB:15:E1:6F:D9:34,token,9,16,2.9317851348632322,662.2884748666877,"[""resource_011"", ""resource_030"", ""resource_037"", ""resource_048"", ""resource_050""]"
edge_device_0153,edge_device,Sao Paulo,-23.5505,-46.6333,Windows11-79:6B:B3:DB:54:47,token,0,23,13.652904703762955,1497.9183821026027,"[""resource_006"", ""resource_023"", ""resource_029"", ""resource_053"", ""resource_056""]"
edge_device_0154,edge_device,Toronto,43.6532,-79.3832,macOS14-94:88:30:45:D2:1E,certificate,0,23,14.790001564029884,1584.617096502721,"[""resource_011"", ""resource_018"", ""resource_021"", ""resource_035"", ""resource_039""]"
user_0155,user,Mumbai,19.076,72.8777,iOS17-89:D4:C0:E7:26:2F,biometric,7,21,2.7236468147890944,1015.2938247820724,"[""resource_010"", ""resource_021"", ""resource_046"", ""resource_054""]"
user_0156,user,Tokyo,35.6762,139.6503,Ubuntu22-B7:20:CB:6F:DB:6C,biometric,11,16,3.3273298437176324,615.0296780693645,"[""resource_001"", ""resource_021"", ""resource_032"", ""resource_038"", ""resource_050"", ""resource_056""]"
edge_device_0157,edge_device,Tokyo,35.6762,139.6503,FirmwareV3-18:17:32:EB:08:3F,token,0,23,13.941546580385559,894.8832371798111,"[""resource_009"", ""resource_022"", ""resource_032"", ""resource_037"", ""resource_051"", ""resource_055"", ""resource_060""]"
user_0158,user,Frankfurt,50.1109,8.6821,macOS14-2F:B8:80:2A:BE:54,password,11,19,1.8974436572645486,822.0733384302179,"[""resource_009"", ""resource_045"", ""resource_057"", ""resource_059""]"
user_0159,user,Bengaluru,12.9716,77.5946,Windows11-43:73:E3:04:04:AF,password,6,15,2.0335529423655325,1780.8109533321206,"[""resource_006"", ""resource_028"", ""resource_042"", ""resource_046""]"
user_0160,user,Mumbai,19.076,72.8777,macOS14-46:C3:44:49:23:04,token,6,16,2.2833786936022653,892.96106166336,"[""resource_005"", ""resource_006"", ""resource_015"", ""resource_025"", ""resource_047"", ""resource_052""]"
service_account_0161,service_account,Dubai,25.2048,55.2708,Windows10-3F:C4:B3:DB:A1:47,token,0,23,9.276150619262872,628.6876042506494,"[""resource_006"", ""resource_010"", ""resource_014"", ""resource_027"", ""resource_029"", ""resource_040"", ""resource_044"", ""resource_059""]"
user_0162,user,Cape Town,-33.9249,18.4241,iOS17-60:C8:97:1B:7A:FD,biometric,11,19,2.013614295381105,362.64473341816984,"[""resource_002"", ""resource_019"", ""resource_039"", ""resource_045"", ""resource_047"", ""resource_050"", ""resource_060""]"
user_0163,user,Toronto,43.6532,-79.3832,FirmwareV3-D7:BB:58:F1:25:08,password,8,20,1.8299572018317551,202.345349674971,"[""resource_001"", ""resource_034"", ""resource_057""]"
user_0164,user,New York,40.7128,-74.006,Windows11-4E:8E:2A:9E:28:68,token,9,21,3.254526596558791,1048.9520800809225,"[""resource_019"", ""resource_033"", ""resource_041"", ""resource_046"", ""resource_050"", ""resource_060""]"
user_0165,user,Dubai,25.2048,55.2708,Ubuntu22-3B:E8:1C:9E:59:3D,password,6,18,1.7155319959787234,1326.7989835313192,"[""resource_005"", ""resource_016"", ""resource_020"", ""resource_028"", ""resource_042"", ""resource_044"", ""resource_045"", ""resource_047""]"
service_account_0166,service_account,Mumbai,19.076,72.8777,macOS14-40:89:3C:0F:AB:DB,certificate,0,23,4.8147287306840765,1028.6438225468441,"[""resource_023"", ""resource_034"", ""resource_047"", ""resource_051"", ""resource_053"", ""resource_059""]"
user_0167,user,Toronto,43.6532,-79.3832,FirmwareV3-34:3B:74:01:16:06,token,7,20,1.8932749527528152,254.49007842137382,"[""resource_004"", ""resource_005"", ""resource_024"", ""resource_030"", ""resource_032"", ""resource_033"", ""resource_037"", ""resource_059""]"
user_0168,user,Mumbai,19.076,72.8777,Windows10-D5:A3:8A:27:BE:3D,password,11,21,2.061288284543939,470.53784744113517,"[""resource_003"", ""resource_036"", ""resource_055"", ""resource_060""]"
edge_device_0169,edge_device,New York,40.7128,-74.006,macOS14-2C:E9:04:BC:66:95,certificate,0,23,13.44846504261328,1378.1130985081372,"[""resource_005"", ""resource_019"", ""resource_030"", ""resource_050"", ""resource_056"", ""resource_057""]"
user_0170,user,Tokyo,35.6762,139.6503,Ubuntu22-0C:77:B1:04:AB:00,biometric,7,17,1.5159447068795102,1555.3897002018532,"[""resource_013"", ""resource_032"", ""resource_035"", ""resource_047"", ""resource_049"", ""resource_050"", ""resource_059""]"
service_account_0171,service_account,London,51.5074,-0.1278,Windows10-8F:2F:16:76:D3:BE,biometric,0,23,9.72829542621423,1758.7787600725667,"[""resource_016"", ""resource_027"", ""resource_032"", ""resource_034""]"
user_0172,user,London,51.5074,-0.1278,Windows10-79:95:85:A1:C9:A7,certificate,6,21,3.1561098203848728,913.4677207512296,"[""resource_005"", ""resource_009"", ""resource_026"", ""resource_037"", ""resource_038"", ""resource_041"", ""resource_053""]"
user_0173,user,Singapore,1.3521,103.8198,macOS14-D0:3D:B7:6A:E7:9D,biometric,6,17,2.623916869350804,609.3128416018274,"[""resource_007"", ""resource_010"", ""resource_038"", ""resource_050""]"
user_0174,user,Mumbai,19.076,72.8777,macOS14-CA:19:99:85:59:0F,biometric,7,16,3.277893495712779,1564.4541134876451,"[""resource_003"", ""resource_014"", ""resource_020"", ""resource_021"", ""resource_039"", ""resource_045"", ""resource_046"", ""resource_053""]"
user_0175,user,Cape Town,-33.9249,18.4241,FirmwareV3-71:42:65:CD:BE:2B,certificate,7,16,1.5298923079235325,1666.23430204876,"[""resource_007"", ""resource_030"", ""resource_051"", ""resource_052""]"
user_0176,user,London,51.5074,-0.1278,FirmwareV3-A9:3E:15:EC:19:56,biometric,7,16,3.7626949259503824,1511.1303504822997,"[""resource_029"", ""resource_042"", ""resource_052"", ""resource_058""]"
user_0177,user,New York,40.7128,-74.006,Windows10-11:7D:97:FF:D2:F5,password,8,19,2.6150285766166412,322.1089127155921,"[""resource_012"", ""resource_014"", ""resource_023"", ""resource_028"", ""resource_044"", ""resource_058""]"
user_0178,user,Frankfurt,50.1109,8.6821,FirmwareV3-B7:F5:F8:B0:A4:C6,certificate,7,15,3.973509039403835,471.3017153905481,"[""resource_034"", ""resource_042"", ""resource_052"", ""resource_057""]"
user_0179,user,Singapore,1.3521,103.8198,Ubuntu22-B7:77:51:33:7E:7B,certificate,8,15,3.521634708932253,1044.5770946322527,"[""resource_050"", ""resource_052"", ""resource_058""]"
service_account_0180,service_account,Bengaluru,12.9716,77.5946,FirmwareV3-C6:B5:58:5A:79:A2,certificate,0,23,8.925535633255933,1660.6476066882256,"[""resource_015"", ""resource_037"", ""resource_049""]"
user_0181,user,Bengaluru,12.9716,77.5946,Windows11-2E:1C:77:70:0A:F4,password,9,19,1.938891919151627,717.4090695902096,"[""resource_010"", ""resource_013"", ""resource_037"", ""resource_052"", ""resource_054""]"
user_0182,user,Mumbai,19.076,72.8777,iOS17-48:38:BA:25:BF:CA,password,8,15,1.5547822406089307,725.2289352481032,"[""resource_012"", ""resource_046"", ""resource_052"", ""resource_055"", ""resource_059""]"
user_0183,user,Mumbai,19.076,72.8777,iOS17-59:C1:9D:96:41:5A,password,10,20,2.058093034951606,1717.036728838486,"[""resource_012"", ""resource_021"", ""resource_028"", ""resource_032"", ""resource_041"", ""resource_042"", ""resource_046"", ""resource_051""]"
edge_device_0184,edge_device,Frankfurt,50.1109,8.6821,Windows11-FE:48:A9:27:79:B1,certificate,0,23,11.396467727836239,451.9776151375663,"[""resource_003"", ""resource_012"", ""resource_015"", ""resource_021"", ""resource_039"", ""resource_040"", ""resource_052""]"
edge_device_0185,edge_device,London,51.5074,-0.1278,Android14-22:B3:83:37:00:18,biometric,0,23,7.096842844004993,889.9166289477563,"[""resource_001"", ""resource_017"", ""resource_022"", ""resource_029"", ""resource_041"", ""resource_043"", ""resource_047"", ""resource_057""]"
user_0186,user,Mumbai,19.076,72.8777,iOS17-73:53:E7:25:11:96,password,6,22,3.4718249861905486,696.3213908897852,"[""resource_023"", ""resource_025"", ""resource_032"", ""resource_035"", ""resource_057"", ""resource_058""]"
edge_device_0187,edge_device,London,51.5074,-0.1278,Windows11-AD:F7:0F:DC:54:DE,token,0,23,10.470462586122315,266.76030311016467,"[""resource_005"", ""resource_011"", ""resource_025"", ""resource_047"", ""resource_057""]"
user_0188,user,Singapore,1.3521,103.8198,Windows11-19:C9:FB:4E:1B:B8,password,11,19,2.2435016192039154,872.7216510620559,"[""resource_017"", ""resource_035"", ""resource_036"", ""resource_045"", ""resource_047"", ""resource_058""]"
user_0189,user,Dubai,25.2048,55.2708,Windows11-9D:CB:F1:FA:87:2E,biometric,8,16,2.683926627855172,479.50757727811657,"[""resource_002"", ""resource_007"", ""resource_011"", ""resource_013"", ""resource_014"", ""resource_031"", ""resource_039"", ""resource_041""]"
edge_device_0190,edge_device,Tokyo,35.6762,139.6503,FirmwareV3-89:1F:4D:31:2B:B0,biometric,0,23,7.634008096623591,1752.5429702211927,"[""resource_003"", ""resource_017"", ""resource_029"", ""resource_030""]"
user_0191,user,Cape Town,-33.9249,18.4241,Android14-F3:78:F3:99:28:CA,password,10,21,3.914069260200754,993.4043819112798,"[""resource_025"", ""resource_053"", ""resource_054""]"
edge_device_0192,edge_device,Toronto,43.6532,-79.3832,Windows10-15:D8:28:DE:67:4B,certificate,0,23,13.084607213193632,697.9941717945283,"[""resource_008"", ""resource_010"", ""resource_011"", ""resource_012"", ""resource_014"", ""resource_029"", ""resource_040"", ""resource_049""]"
service_account_0193,service_account,London,51.5074,-0.1278,FirmwareV3-8D:EA:06:D6:39:D4,token,0,23,6.864379341027793,420.08358089538024,"[""resource_025"", ""resource_026"", ""resource_036""]"
user_0194,user,London,51.5074,-0.1278,macOS14-C4:F8:F2:13:58:8D,biometric,8,20,3.694733906740137,413.0413264152114,"[""resource_007"", ""resource_037"", ""resource_050""]"
user_0195,user,Bengaluru,12.9716,77.5946,macOS14-BE:0A:AC:9B:9F:8F,biometric,7,15,3.3643745495978403,1570.3403488383904,"[""resource_003"", ""resource_022"", ""resource_026"", ""resource_045"", ""resource_057"", ""resource_058""]"
service_account_0196,service_account,Singapore,1.3521,103.8198,macOS14-D5:2D:60:E2:6C:D0,biometric,0,23,8.780763322458254,1410.3791382665358,"[""resource_020"", ""resource_029"", ""resource_048"", ""resource_050""]"
edge_device_0197,edge_device,New York,40.7128,-74.006,FirmwareV3-0E:58:62:66:1D:7F,password,0,23,6.356498210170598,919.4468407474906,"[""resource_005"", ""resource_011"", ""resource_020"", ""resource_026"", ""resource_033"", ""resource_046"", ""resource_051""]"
edge_device_0198,edge_device,Bengaluru,12.9716,77.5946,Android14-3F:0F:7B:BE:FA:E4,token,0,23,10.051263749371639,1736.043012814066,"[""resource_018"", ""resource_024"", ""resource_030"", ""resource_053""]"
user_0199,user,Cape Town,-33.9249,18.4241,Ubuntu22-19:53:6D:71:73:69,certificate,11,16,2.212673441086905,1235.571479226661,"[""resource_011"", ""resource_017"", ""resource_023"", ""resource_054"", ""resource_058""]"
user_0200,user,Dubai,25.2048,55.2708,Windows11-72:81:9C:8C:D8:C0,certificate,11,17,3.0028548762363343,923.5767906027876,"[""resource_009"", ""resource_031"", ""resource_059""]"
user_0201,user,Sydney,-33.8688,151.2093,iOS17-90:98:37:F6:20:AC,certificate,11,20,2.903642793136502,1217.7634878957424,"[""resource_001"", ""resource_007"", ""resource_026"", ""resource_033"", ""resource_034"", ""resource_038"", ""resource_040"", ""resource_053""]"
edge_device_0202,edge_device,Sydney,-33.8688,151.2093,Windows11-CE:A3:47:0D:FE:97,certificate,0,23,7.4030207767849445,1649.1967312848299,"[""resource_010"", ""resource_013"", ""resource_020"", ""resource_034"", ""resource_042"", ""resource_046"", ""resource_049"", ""resource_058""]"
user_0203,user,Bengaluru,12.9716,77.5946,Windows10-F3:B7:99:57:5C:96,password,7,20,3.3163746914522587,942.6650138740948,"[""resource_037"", ""resource_038"", ""resource_046""]"
service_account_0204,service_account,Bengaluru,12.9716,77.5946,Windows10-9D:D7:A9:BE:85:96,biometric,0,23,4.555774580590306,1558.9664989024845,"[""resource_006"", ""resource_012"", ""resource_022"", ""resource_042"", ""resource_044"", ""resource_049"", ""resource_059""]"
user_0205,user,Dubai,25.2048,55.2708,Ubuntu22-1B:4D:46:66:AF:D1,biometric,11,21,2.8245962615749938,412.02312672541433,"[""resource_005"", ""resource_008"", ""resource_013"", ""resource_031"", ""resource_033"", ""resource_038"", ""resource_040""]"
edge_device_0206,edge_device,Mumbai,19.076,72.8777,macOS14-1D:02:E7:8C:6B:56,token,0,23,14.866403726996799,973.1148868206266,"[""resource_022"", ""resource_032"", ""resource_041""]"
service_account_0207,service_account,London,51.5074,-0.1278,Ubuntu22-C4:02:13:66:BF:07,certificate,0,23,6.003178140202871,1406.093335522938,"[""resource_026"", ""resource_028"", ""resource_040"", ""resource_041""]"
user_0208,user,New York,40.7128,-74.006,iOS17-9C:55:21:17:98:94,biometric,7,16,2.4588761907692342,1359.0876965438367,"[""resource_001"", ""resource_015"", ""resource_016"", ""resource_020"", ""resource_023"", ""resource_041"", ""resource_045"", ""resource_047""]"
user_0209,user,Tokyo,35.6762,139.6503,FirmwareV3-CE:09:74:72:43:6C,password,7,17,3.870210884267357,1135.3023923747714,"[""resource_009"", ""resource_022"", ""resource_023"", ""resource_032"", ""resource_044"", ""resource_057""]"
user_0210,user,Tokyo,35.6762,139.6503,Windows11-37:0A:18:3B:D5:E3,biometric,10,15,2.984810169687126,380.22400205282463,"[""resource_003"", ""resource_017"", ""resource_025"", ""resource_035"", ""resource_041"", ""resource_042"", ""resource_050"", ""resource_051""]"
user_0211,user,Bengaluru,12.9716,77.5946,Windows11-8A:46:D6:35:3C:90,password,6,19,2.552178641067158,1451.3113071929454,"[""resource_014"", ""resource_041"", ""resource_044"", ""resource_045""]"
user_0212,user,Toronto,43.6532,-79.3832,macOS14-52:14:FE:6A:F6:A9,token,7,20,3.258591875615646,184.43555847297617,"[""resource_017"", ""resource_034"", ""resource_050"", ""resource_054""]"
service_account_0213,service_account,London,51.5074,-0.1278,Windows11-83:76:E9:97:87:ED,password,0,23,8.064945318289352,341.6904423933403,"[""resource_005"", ""resource_006"", ""resource_010"", ""resource_032"", ""resource_033"", ""resource_043"", ""resource_050""]"
user_0214,user,New York,40.7128,-74.006,FirmwareV3-17:04:46:57:A8:B7,biometric,11,16,1.7374961758264507,1727.244433517213,"[""resource_021"", ""resource_024"", ""resource_028"", ""resource_044"", ""resource_052""]"
user_0215,user,Bengaluru,12.9716,77.5946,Ubuntu22-8B:C5:F4:D7:55:39,token,7,16,2.501943785701882,1307.7951951085477,"[""resource_022"", ""resource_024"", ""resource_053""]"
user_0216,user,Mumbai,19.076,72.8777,Ubuntu22-B7:0E:42:F7:F9:39,biometric,9,22,1.9531514013432552,893.9143660252926,"[""resource_027"", ""resource_038"", ""resource_059""]"
user_0217,user,Dubai,25.2048,55.2708,Android14-AD:30:DD:7F:F6:B1,biometric,11,18,3.944738893876996,420.82021265650894,"[""resource_001"", ""resource_034"", ""resource_044"", ""resource_046"", ""resource_056""]"
edge_device_0218,edge_device,Toronto,43.6532,-79.3832,FirmwareV3-F0:FD:54:26:FB:A4,token,0,23,6.569273733017412,716.0496448847277,"[""resource_001"", ""resource_042"", ""resource_060""]"
user_0219,user,Cape Town,-33.9249,18.4241,FirmwareV3-E5:2D:FF:E4:A1:3C,biometric,7,16,2.647736486870588,1387.2871227448006,"[""resource_025"", ""resource_026"", ""resource_036"", ""resource_042""]"
user_0220,user,Frankfurt,50.1109,8.6821,iOS17-69:E9:AE:BA:1B:72,biometric,10,19,3.725277247062656,717.7956533986654,"[""resource_001"", ""resource_003"", ""resource_006"", ""resource_036"", ""resource_053"", ""resource_059""]"
service_account_0221,service_account,Toronto,43.6532,-79.3832,Android14-71:01:AE:B5:95:BF,password,0,23,3.6820591562631697,254.16053796515553,"[""resource_008"", ""resource_024"", ""resource_029"", ""resource_043"", ""resource_046"", ""resource_060""]"
user_0222,user,Mumbai,19.076,72.8777,FirmwareV3-61:AD:37:D4:17:3F,biometric,6,21,2.038973760922365,920.9683606527733,"[""resource_007"", ""resource_013"", ""resource_017"", ""resource_027"", ""resource_040"", ""resource_047"", ""resource_048"", ""resource_054""]"
user_0223,user,Cape Town,-33.9249,18.4241,Ubuntu22-5A:58:41:35:C6:A4,biometric,6,21,3.597040276697291,858.2368882506432,"[""resource_001"", ""resource_032"", ""resource_034"", ""resource_048""]"
user_0224,user,Bengaluru,12.9716,77.5946,iOS17-99:A0:6F:66:6B:94,certificate,9,17,1.845450014113364,1672.3306583556937,"[""resource_018"", ""resource_019"", ""resource_022"", ""resource_026""]"
user_0225,user,Bengaluru,12.9716,77.5946,Android14-D5:92:D8:06:36:0C,biometric,8,22,2.957015677739646,415.42927284512876,"[""resource_008"", ""resource_012"", ""resource_021"", ""resource_033"", ""resource_035"", ""resource_041"", ""resource_045"", ""resource_046""]"
service_account_0226,service_account,Singapore,1.3521,103.8198,FirmwareV3-1F:97:68:10:B7:E7,password,0,23,4.753927052207281,1178.0963106916643,"[""resource_011"", ""resource_019"", ""resource_044"", ""resource_049"", ""resource_051""]"
service_account_0227,service_account,Cape Town,-33.9249,18.4241,FirmwareV3-93:18:C3:C6:D5:A0,password,0,23,4.663168307963431,201.00368503291406,"[""resource_025"", ""resource_036"", ""resource_042"", ""resource_048""]"
user_0228,user,Toronto,43.6532,-79.3832,Windows10-96:E5:5A:26:5F:58,password,8,18,3.4403668628058304,791.0611278252859,"[""resource_015"", ""resource_041"", ""resource_042"", ""resource_046"", ""resource_054"", ""resource_057""]"
user_0229,user,Cape Town,-33.9249,18.4241,Windows10-14:4E:A5:1A:9A:FB,certificate,6,20,2.6658283455239475,298.06688867606914,"[""resource_009"", ""resource_011"", ""resource_017"", ""resource_038"", ""resource_055""]"
service_account_0230,service_account,Cape Town,-33.9249,18.4241,Ubuntu22-CE:2F:B2:71:6D:A9,certificate,0,23,6.535982453194212,764.4924759536269,"[""resource_005"", ""resource_012"", ""resource_034"", ""resource_051""]"
user_0231,user,Toronto,43.6532,-79.3832,Android14-7C:14:A4:C3:3A:C5,certificate,11,20,2.614168115711731,1055.1844469669495,"[""resource_001"", ""resource_008"", ""resource_031"", ""resource_036"", ""resource_042"", ""resource_049"", ""resource_053""]"
user_0232,user,Cape Town,-33.9249,18.4241,Windows11-31:55:03:21:6B:6D,biometric,8,18,2.3007818928713855,1533.777425947498,"[""resource_003"", ""resource_029"", ""resource_032"", ""resource_033"", ""resource_052""]"
user_0233,user,Bengaluru,12.9716,77.5946,Windows11-2C:25:1B:5B:80:24,token,6,22,3.2921707095897825,1655.798250578416,"[""resource_005"", ""resource_010"", ""resource_028"", ""resource_042"", ""resource_044"", ""resource_048"", ""resource_050"", ""resource_053""]"
user_0234,user,Sao Paulo,-23.5505,-46.6333,iOS17-17:25:B7:36:94:9A,password,6,16,3.3899014917379438,636.0582597534675,"[""resource_002"", ""resource_008"", ""resource_021"", ""resource_025"", ""resource_026"", ""resource_028"", ""resource_035"", ""resource_044""]"
edge_device_0235,edge_device,Frankfurt,50.1109,8.6821,Android14-C8:97:49:98:BF:05,token,0,23,7.198657254605103,379.6409574722684,"[""resource_002"", ""resource_011"", ""resource_031"", ""resource_035"", ""resource_043"", ""resource_053""]"
